months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,age_group,Contract Years,total_premiums_paid,net_value_of_customer,annual_net_value_of_customer,total_net_value_of_customer,policy_bind_year,incident_year,incident_month,incident_day,incident_day_of_week,claim_to_premium_ratio,premium_per_year,contract_value_of_customer,fraudulent_claim_amount
239,39,506333,1990-06-22,IL,100/300,500,1396.83,0,442308,FEMALE,Masters,other-service,reading,husband,0,0,2015-01-06,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Northbend,6044 Weaver Drive,0,4,Unknown,0,3,NO,76890.0,6990.0,13980.0,55920,BMW,X6,2007,N,35-45,19.916666666666668,27820.1975,-49069.802500000005,-49069.802500000005,-49069.802500000005,1990,2015,1,6,1,2.763819343841826,70.13372384937237,27820.1975,0.0
33,32,263159,2008-03-07,OH,100/300,500,1402.78,5000000,469383,FEMALE,PhD,other-service,base-jumping,husband,70300,-50300,2015-02-02,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbrook,8879 1st Drive,2,1,YES,0,1,Unknown,56070.0,6230.0,12460.0,37380,Toyota,Camry,2012,N,25-35,2.75,3857.645,-52212.355,-52212.355,-52212.355,2008,2015,2,2,0,14.5347744543627,510.10181818181815,3857.645,0.0
88,30,372912,1992-08-05,IN,100/300,1000,1437.88,0,614383,FEMALE,College,transport-moving,reading,husband,42800,-51200,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,9488 Best Drive,3,1,NO,2,0,YES,56000.0,14000.0,0.0,42000,Chevrolet,Malibu,2003,N,25-35,7.333333333333333,10544.453333333333,-45455.54666666667,-45455.54666666667,-45455.54666666667,1992,2015,2,25,2,5.310849053025034,196.07454545454547,10544.453333333333,0.0
101,33,552788,1991-09-03,IL,500/1000,1000,1313.64,0,438617,FEMALE,College,priv-house-serv,board-games,unmarried,12100,0,2015-02-10,Parked Car,Unknown,Trivial Damage,None,NY,Hillsdale,7500 Texas Ridge,3,1,YES,1,0,NO,4290.0,780.0,390.0,3120,Audi,A3,1997,N,25-35,8.416666666666666,11056.470000000001,6766.470000000001,6766.470000000001,6766.470000000001,1991,2015,2,10,1,0.3880081074701057,156.07603960396042,11056.47,0.0
20,37,722747,2011-09-02,IL,250/500,500,1482.14,0,613936,FEMALE,Associate,transport-moving,reading,husband,33000,-43600,2015-02-22,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Arlington,2048 3rd Ridge,15,3,Unknown,2,1,NO,60750.0,6750.0,6750.0,47250,Suburu,Forrestor,2003,N,35-45,1.6666666666666667,2470.2333333333336,-58279.76666666666,-58279.76666666666,-58279.76666666666,2011,2015,2,22,6,24.592818492180225,889.284,2470.2333333333336,0.0
126,30,248467,2012-10-06,IL,250/500,2000,1171.75,0,472163,FEMALE,Associate,machine-op-inspct,board-games,not-in-family,46500,-42700,2015-01-31,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbend,3419 Apache St,23,1,Unknown,2,3,NO,48730.0,4430.0,4430.0,39870,Chevrolet,Malibu,2011,N,25-35,10.5,12303.375,-36426.625,-36426.625,-36426.625,2012,2015,1,31,5,3.9607018399422924,111.5952380952381,12303.375,0.0
264,43,955953,2014-01-18,IL,500/1000,2000,1353.33,0,447458,MALE,Associate,adm-clerical,video-games,not-in-family,0,-8500,2015-02-12,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Springfield,9875 MLK Ave,9,3,YES,2,0,NO,95150.0,17300.0,17300.0,60550,Ford,Escape,2007,N,35-45,22.0,29773.26,-65376.740000000005,-65376.740000000005,-65376.740000000005,2014,2015,2,12,3,3.1958206793612796,61.51499999999999,29773.26,0.0
78,24,910622,1992-03-22,IN,100/300,500,1175.51,0,474792,MALE,Masters,craft-repair,yachting,husband,0,0,2015-01-06,Vehicle Theft,Unknown,Minor Damage,Police,NY,Columbus,3553 Texas Ave,20,1,Unknown,0,1,YES,7480.0,680.0,680.0,6120,Dodge,Neon,2003,N,<25,6.5,7640.815,160.8149999999996,160.8149999999996,160.8149999999996,1992,2015,1,6,1,0.9789531614101376,180.8476923076923,7640.815,0.0
123,28,137675,2012-12-03,IL,100/300,2000,1836.02,0,470559,MALE,Masters,transport-moving,movies,own-child,38000,-41200,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Riverwood,4335 1st St,5,1,Unknown,2,1,YES,79800.0,13300.0,6650.0,59850,Volkswagen,Passat,2011,Y,25-35,10.25,18819.204999999998,-60980.795,-60980.795,-60980.795,2012,2015,1,1,3,4.240349153962668,179.1239024390244,18819.204999999998,79800.0
347,51,343421,1996-10-18,OH,500/1000,500,1480.79,9000000,432399,FEMALE,MD,priv-house-serv,board-games,unmarried,0,-12100,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Hillsdale,9070 Tree Ave,15,1,YES,0,2,Unknown,103560.0,8630.0,17260.0,77670,Jeep,Wrangler,1997,N,45-55,28.916666666666668,42819.510833333334,-60740.489166666666,-60740.489166666666,-60740.489166666666,1996,2015,1,7,2,2.4185236585977656,51.20887608069164,42819.510833333334,0.0
163,38,413192,1997-10-02,IN,500/1000,2000,1453.92,0,607605,FEMALE,PhD,other-service,yachting,other-relative,51700,0,2015-02-21,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Hillsdale,3900 Texas St,13,1,YES,2,3,Unknown,79500.0,15900.0,7950.0,55650,Accura,MDX,1995,N,35-45,13.583333333333334,19749.08,-59750.92,-59750.92,-59750.92,1997,2015,2,21,5,4.025503972843292,107.03705521472392,19749.08,0.0
271,44,247801,2008-03-18,OH,250/500,500,1340.71,0,600153,FEMALE,High School,tech-support,base-jumping,other-relative,0,0,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Riverwood,9657 5th Ave,16,1,NO,2,2,NO,76230.0,6930.0,13860.0,55440,Volkswagen,Passat,1997,Y,35-45,22.583333333333332,30277.700833333336,-45952.299166666664,-45952.299166666664,-45952.299166666664,2008,2015,2,14,5,2.517694471572189,59.36723247232473,30277.700833333332,76230.0
410,54,171147,2010-08-29,IL,100/300,2000,714.03,0,465979,MALE,MD,protective-serv,board-games,own-child,0,-17000,2015-02-16,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,5765 Washington St,0,1,YES,0,2,NO,59520.0,9920.0,9920.0,39680,Honda,Accord,2001,N,45-55,34.166666666666664,24396.024999999998,-35123.975000000006,-35123.975000000006,-35123.975000000006,2010,2015,2,16,0,2.4397417202187652,20.898439024390246,24396.024999999998,0.0
448,57,431283,2005-03-31,IL,100/300,2000,1376.16,0,466555,FEMALE,PhD,tech-support,hiking,own-child,38600,-50300,2015-02-04,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,Arlington,5997 Embaracadero Drive,10,3,NO,2,1,Unknown,47760.0,5970.0,5970.0,35820,Suburu,Impreza,2013,Y,55-65,37.333333333333336,51376.64,3616.6399999999994,3616.6399999999994,3616.6399999999994,2005,2015,2,4,2,0.9296053615028153,36.86142857142857,51376.64000000001,47760.0
218,41,461962,2013-12-25,IL,100/300,500,914.22,0,444155,MALE,JD,prof-specialty,golf,wife,37900,-72900,2015-01-22,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Springfield,1738 Solo Lane,14,3,NO,2,0,NO,84590.0,15380.0,7690.0,61520,Saab,93,2013,N,35-45,18.166666666666668,16608.33,-67981.67,-67981.67,-67981.67,2013,2015,1,22,3,5.093227314245321,50.324036697247706,16608.33,0.0
43,38,149467,2014-03-11,OH,500/1000,1000,1601.47,0,465764,MALE,PhD,handlers-cleaners,skydiving,other-relative,64400,0,2015-02-15,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,Columbus,2903 Weaver Drive,1,3,YES,2,2,Unknown,61650.0,6850.0,6850.0,47950,Nissan,Ultima,2006,N,35-45,3.5833333333333335,5738.600833333334,-55911.39916666667,-55911.39916666667,-55911.39916666667,2014,2015,2,15,6,10.743036811673461,446.92186046511625,5738.600833333334,0.0
33,33,758740,1997-08-04,IL,500/1000,1000,1096.79,6000000,446898,FEMALE,Associate,handlers-cleaners,dancing,unmarried,45500,-60600,2015-01-07,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,Springfield,8926 Texas Ridge,16,1,Unknown,2,1,Unknown,81400.0,8140.0,8140.0,65120,BMW,M5,1998,N,25-35,2.75,3016.1724999999997,-78383.8275,-78383.8275,-78383.8275,1997,2015,1,7,2,26.98784635162611,398.83272727272725,3016.1724999999997,0.0
126,34,628337,2007-11-14,IN,100/300,2000,1078.22,0,453274,FEMALE,Masters,transport-moving,camping,wife,54500,0,2015-02-23,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Northbend,4231 3rd Ave,2,3,NO,0,1,YES,58410.0,10620.0,5310.0,42480,Chevrolet,Tahoe,2007,N,25-35,10.5,11321.310000000001,-47088.69,-47088.69,-47088.69,2007,2015,2,23,0,5.159296936485265,102.68761904761905,11321.31,0.0
411,56,574637,1992-07-30,IL,250/500,1000,1595.28,0,479320,FEMALE,College,protective-serv,exercise,other-relative,0,0,2015-01-06,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,8049 4th St,23,3,Unknown,0,0,Unknown,38610.0,3510.0,3510.0,31590,Volkswagen,Passat,2007,N,55-65,34.25,54638.34,16028.339999999997,16028.339999999997,16028.339999999997,1992,2015,1,6,1,0.7066466514173015,46.57751824817518,54638.34,0.0
225,37,373600,2000-12-01,OH,100/300,1000,1217.84,5000000,443462,FEMALE,High School,farming-fishing,yachting,not-in-family,49600,0,2015-02-07,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,6501 5th Drive,19,3,Unknown,2,2,NO,57600.0,9600.0,9600.0,38400,Volkswagen,Passat,2015,N,35-45,18.75,22834.5,-34765.5,-34765.5,-34765.5,2000,2015,2,7,5,2.522498850423701,64.95146666666666,22834.5,0.0
35,35,930032,2002-09-10,IL,100/300,2000,1117.42,0,446158,FEMALE,PhD,protective-serv,kayaking,not-in-family,0,-51900,2015-02-14,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,Hillsdale,7909 Andromedia Hwy,23,3,NO,2,2,NO,53190.0,7966.27906976744,11820.0,35460,Volkswagen,Jetta,1996,N,35-45,2.9166666666666665,3259.141666666667,-49930.85833333333,-49930.85833333333,-49930.85833333333,2002,2015,2,14,5,16.32024791803568,383.1154285714286,3259.141666666667,0.0
460,57,396590,1997-11-07,OH,100/300,2000,1567.37,0,602514,FEMALE,JD,craft-repair,skydiving,husband,62500,0,2015-02-15,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Riverwood,5865 Sky Lane,10,1,Unknown,2,3,NO,58300.0,5830.0,11660.0,40810,Nissan,Maxima,2014,Y,55-65,38.333333333333336,60082.516666666656,1782.5166666666555,1782.5166666666555,1782.5166666666555,1997,2015,2,15,6,0.9703321903681911,40.88791304347826,60082.51666666666,58300.0
195,38,238412,1993-05-18,IL,500/1000,2000,1294.93,6000000,477356,MALE,MD,tech-support,video-games,unmarried,38000,-50300,2015-02-14,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,WV,Springfield,1957 Washington Ave,12,3,YES,1,2,NO,64620.0,7180.0,0.0,57440,Dodge,Neon,2003,N,35-45,16.25,21042.612500000003,-43577.3875,-43577.3875,-43577.3875,1993,2015,2,14,5,3.0709114659598464,79.688,21042.6125,0.0
360,51,484321,1996-07-11,IL,250/500,1000,1152.12,0,434669,MALE,PhD,armed-forces,hiking,not-in-family,0,-62400,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,7649 Texas St,15,3,NO,2,0,YES,90480.0,15080.0,15080.0,60320,BMW,X6,2000,N,45-55,30.0,34563.6,-55916.4,-55916.4,-55916.4,1996,2015,2,5,3,2.6177828698399472,38.403999999999996,34563.6,0.0
300,49,795847,1995-12-17,IL,100/300,1000,1441.21,0,609322,FEMALE,PhD,farming-fishing,kayaking,wife,0,0,2015-01-04,Vehicle Theft,Unknown,Trivial Damage,None,SC,Columbus,1992 Britain Drive,3,1,NO,1,0,NO,7080.0,1180.0,1180.0,4720,Nissan,Maxima,2001,N,45-55,25.0,36030.25,28950.25,28950.25,28950.25,1995,2015,1,4,6,0.19650155078024714,57.6484,36030.25,0.0
245,42,218456,2002-07-16,IL,500/1000,1000,1575.74,7000000,614265,MALE,JD,exec-managerial,chess,other-relative,0,-68900,2015-02-20,Parked Car,Unknown,Minor Damage,Police,PA,Springfield,9685 Sky Ridge,19,1,Unknown,2,2,Unknown,6490.0,590.0,1180.0,4720,Toyota,Camry,2011,Y,35-45,20.416666666666668,32171.358333333334,25681.358333333334,25681.358333333334,25681.358333333334,2002,2015,2,20,4,0.20173223439171956,77.17910204081632,32171.358333333334,6490.0
146,36,792673,2013-04-12,OH,500/1000,2000,1233.96,0,606177,FEMALE,Masters,other-service,golf,other-relative,34500,-60600,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,Hillsdale,3457 Texas Lane,16,3,NO,1,1,NO,55900.0,5590.0,5590.0,44720,Nissan,Ultima,2015,N,35-45,12.166666666666666,15013.18,-40886.82,-40886.82,-40886.82,2013,2015,2,5,3,3.7233950435550627,101.42136986301371,15013.18,0.0
67,29,662256,1995-11-13,IL,250/500,1000,1861.43,0,461514,MALE,High School,adm-clerical,polo,husband,60400,-67800,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,7693 Cherokee Lane,16,1,NO,0,3,YES,63800.0,6380.0,6380.0,51040,Saab,92x,1998,Y,25-35,5.583333333333333,10392.984166666667,-53407.01583333333,-53407.01583333333,-53407.01583333333,1995,2015,1,15,3,6.138756585873114,333.3904477611941,10392.984166666667,63800.0
380,56,971338,2004-11-04,OH,100/300,1000,1570.86,0,454685,MALE,MD,farming-fishing,cross-fit,other-relative,66000,0,2015-01-05,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Northbend,3167 4th Ridge,10,1,Unknown,0,1,YES,58160.0,7270.0,7270.0,43620,Saab,95,1996,Y,55-65,31.666666666666668,49743.9,-8416.099999999999,-8416.099999999999,-8416.099999999999,2004,2015,1,5,0,1.1691885839268734,49.60610526315789,49743.9,58160.0
389,53,714738,1998-03-21,IL,500/1000,2000,791.47,0,477260,MALE,Masters,armed-forces,chess,unmarried,0,0,2015-01-01,Vehicle Theft,Unknown,Minor Damage,Police,NC,Riverwood,1617 Rock Drive,6,1,NO,1,2,NO,6300.0,630.0,1260.0,4410,Mercedes,C300,2001,Y,45-55,32.416666666666664,25656.819166666664,19356.819166666664,19356.819166666664,19356.819166666664,1998,2015,1,1,3,0.24554875485831693,24.41552699228792,25656.819166666664,6300.0
317,46,753844,1999-07-22,IN,250/500,1000,1012.78,0,469126,MALE,MD,sales,yachting,other-relative,43700,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Arlington,7877 3rd Ridge,18,1,NO,2,1,NO,104610.0,19020.0,19020.0,66570,Mercedes,ML350,1999,Y,45-55,26.416666666666668,26754.271666666664,-77855.72833333333,-77855.72833333333,-77855.72833333333,1999,2015,1,26,0,3.910029818914276,38.33867507886435,26754.271666666667,104610.0
264,44,976645,2010-02-28,IL,100/300,500,1047.06,6000000,443402,MALE,College,exec-managerial,sleeping,wife,0,0,2015-02-13,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Springfield,9325 Lincoln Drive,20,3,NO,0,2,NO,69850.0,12700.0,6350.0,50800,Ford,Fusion,1999,N,35-45,22.0,23035.32,-46814.68,-46814.68,-46814.68,2010,2015,2,13,4,3.032299963707906,47.593636363636364,23035.32,0.0
20,21,918037,2005-01-30,OH,250/500,1000,1390.29,0,479408,FEMALE,Masters,priv-house-serv,polo,other-relative,0,-41200,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,PA,Northbrook,5855 Apache St,14,1,NO,0,0,Unknown,62900.0,12580.0,6290.0,44030,Accura,MDX,2006,N,<25,1.6666666666666667,2317.15,-60582.85,-60582.85,-60582.85,2005,2015,1,14,2,27.145415704637163,834.174,2317.15,0.0
116,30,996253,2001-11-29,IN,500/1000,500,951.46,0,467227,MALE,JD,handlers-cleaners,golf,not-in-family,0,-35500,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Riverwood,1328 Texas Lane,8,3,NO,0,3,Unknown,59670.0,6630.0,6630.0,46410,Volkswagen,Passat,2004,Y,25-35,9.666666666666666,9197.446666666667,-50472.55333333333,-50472.55333333333,-50472.55333333333,2001,2015,1,31,5,6.487670128738628,98.42689655172414,9197.446666666667,59670.0
222,40,373731,2012-12-24,IL,100/300,1000,1226.78,0,468433,MALE,JD,armed-forces,camping,unmarried,49600,-49200,2015-01-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,4567 Pine Ave,17,2,YES,2,0,Unknown,81500.0,16300.0,8150.0,57050,BMW,3 Series,2013,N,35-45,18.5,22695.43,-58804.57,-58804.57,-58804.57,2012,2015,1,22,3,3.591031322164859,66.31243243243243,22695.43,0.0
439,56,836272,1997-05-11,OH,100/300,500,1280.9,0,604289,MALE,High School,armed-forces,video-games,own-child,48900,-40900,2015-01-30,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Springfield,7575 Pine St,9,1,NO,2,0,Unknown,50000.0,15000.0,5000.0,30000,Jeep,Wrangler,2009,N,55-65,36.583333333333336,46859.59166666667,-3140.408333333333,-3140.408333333333,-3140.408333333333,1997,2015,1,30,4,1.0670174071441438,35.013211845102504,46859.591666666674,0.0
66,28,167231,1994-01-26,IN,100/300,2000,1472.77,0,471366,MALE,Associate,adm-clerical,exercise,husband,0,-31700,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,2850 Washington St,0,1,Unknown,2,1,Unknown,48290.0,8780.0,8780.0,30730,Nissan,Maxima,1995,N,25-35,5.5,8100.235000000001,-40189.765,-40189.765,-40189.765,1994,2015,2,17,1,5.961555436354624,267.7763636363636,8100.235,0.0
128,29,743330,2010-11-04,OH,500/1000,1000,1878.44,0,450746,MALE,High School,other-service,golf,husband,0,-76000,2015-02-20,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,9169 Cherokee Hwy,2,1,NO,0,0,Unknown,59070.0,5370.0,5370.0,48330,Chevrolet,Malibu,2003,N,25-35,10.666666666666666,20036.693333333333,-39033.30666666667,-39033.30666666667,-39033.30666666667,2010,2015,2,20,4,2.948091235280339,176.10375000000002,20036.693333333333,0.0
69,24,807369,1992-06-19,IN,500/1000,500,1418.5,0,614948,FEMALE,High School,armed-forces,yachting,other-relative,0,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Springfield,6443 Washington Ridge,23,3,Unknown,0,0,NO,63300.0,12660.0,6330.0,44310,Dodge,RAM,2012,N,<25,5.75,8156.375,-55143.625,-55143.625,-55143.625,1992,2015,2,4,2,7.760800600757077,246.69565217391303,8156.375,0.0
294,46,735307,2010-06-02,IL,100/300,500,1532.8,0,473935,MALE,College,prof-specialty,exercise,own-child,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Northbend,6751 5th Hwy,8,1,NO,0,3,YES,65780.0,11960.0,11960.0,41860,Mercedes,ML350,2013,N,45-55,24.5,37553.6,-28226.4,-28226.4,-28226.4,2010,2015,2,23,0,1.751629670657407,62.563265306122446,37553.6,0.0
19,29,789208,2002-10-12,OH,250/500,500,1304.35,0,617267,MALE,JD,transport-moving,cross-fit,not-in-family,0,0,2015-02-08,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Columbus,2289 Weaver Ridge,6,3,NO,0,2,Unknown,75400.0,11600.0,11600.0,52200,Dodge,Neon,2005,Y,25-35,1.5833333333333333,2065.2208333333333,-73334.77916666666,-73334.77916666666,-73334.77916666666,2002,2015,2,8,6,36.50941283518913,823.8,2065.2208333333333,75400.0
191,33,585324,2008-02-25,OH,500/1000,2000,1551.61,0,470670,MALE,High School,armed-forces,movies,unmarried,45000,-30400,2015-02-21,Vehicle Theft,Unknown,Minor Damage,None,WV,Arlington,8306 1st Drive,3,1,YES,1,1,NO,2250.0,250.0,250.0,1750,Toyota,Corolla,2005,N,25-35,15.916666666666666,24696.459166666664,22446.459166666664,22446.459166666664,22446.459166666664,2008,2015,2,21,5,0.0911061778053136,97.4833507853403,24696.459166666664,0.0
4,39,498759,1996-09-05,IL,100/300,1000,1326.98,6000000,450368,FEMALE,High School,machine-op-inspct,reading,unmarried,64200,0,2015-01-13,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2603 Andromedia Hwy,14,3,YES,1,3,Unknown,54120.0,4510.0,9020.0,40590,Jeep,Grand Cherokee,2007,N,35-45,0.3333333333333333,442.32666666666665,-53677.67333333333,-53677.67333333333,-53677.67333333333,1996,2015,1,13,1,122.35301210266923,3980.94,442.32666666666665,0.0
298,49,795004,1998-03-16,OH,250/500,500,862.92,0,448809,MALE,MD,machine-op-inspct,camping,wife,0,-71700,2015-01-17,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,6479 Francis Ave,16,3,NO,0,2,NO,69480.0,11580.0,11580.0,46320,Saab,95,2007,N,45-55,24.833333333333332,21429.18,-48050.82,-48050.82,-48050.82,1998,2015,1,17,5,3.242307918455116,34.74845637583893,21429.179999999997,0.0
231,43,203250,2010-04-22,IN,100/300,2000,1331.69,0,469653,FEMALE,Masters,adm-clerical,reading,not-in-family,0,0,2015-02-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,6428 Andromedia Lane,12,1,Unknown,1,2,NO,66950.0,10300.0,10300.0,46350,Chevrolet,Malibu,2015,N,35-45,19.25,25635.0325,-41314.9675,-41314.9675,-41314.9675,2010,2015,2,18,2,2.6116604299214363,69.1787012987013,25635.0325,0.0
338,47,430794,2008-01-25,OH,250/500,2000,1486.04,0,615688,FEMALE,Associate,armed-forces,board-games,own-child,0,-56200,2015-01-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Northbrook,9081 Cherokee Hwy,1,3,NO,2,3,Unknown,64100.0,12820.0,6410.0,44870,Dodge,RAM,2014,Y,45-55,28.166666666666668,41856.79333333333,-22243.206666666672,-22243.206666666672,-22243.206666666672,2008,2015,1,14,2,1.5314121053070002,52.75881656804734,41856.793333333335,64100.0
261,46,156636,2000-09-10,IN,100/300,1000,870.55,0,465631,MALE,PhD,prof-specialty,camping,unmarried,0,-49400,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,1532 Washington St,19,1,Unknown,0,3,Unknown,80280.0,13380.0,13380.0,53520,Chevrolet,Tahoe,2013,N,45-55,21.75,18934.4625,-61345.5375,-61345.5375,-61345.5375,2000,2015,1,27,1,4.239887982032761,40.02528735632184,18934.462499999998,0.0
321,44,284143,2008-04-23,IL,500/1000,2000,1344.56,6000000,443344,MALE,Associate,machine-op-inspct,hiking,husband,0,-39100,2015-02-12,Vehicle Theft,Unknown,Trivial Damage,Police,NY,Northbend,4625 MLK Drive,7,1,Unknown,1,2,NO,4680.0,520.0,0.0,4160,Accura,MDX,1999,N,35-45,26.75,35966.98,31286.980000000003,31286.980000000003,31286.980000000003,2008,2015,2,12,3,0.13011934835785488,50.263925233644855,35966.979999999996,0.0
405,58,445289,2012-04-24,IL,250/500,500,1237.88,0,462683,MALE,MD,exec-managerial,exercise,not-in-family,0,-46900,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,2086 Francis Drive,11,1,Unknown,0,0,Unknown,63580.0,5780.0,5780.0,52020,Mercedes,ML350,1997,Y,55-65,33.75,41778.450000000004,-21801.549999999996,-21801.549999999996,-21801.549999999996,2012,2015,1,13,1,1.5218372151192778,36.677925925925926,41778.450000000004,63580.0
304,49,599262,2001-09-25,IN,100/300,1000,1525.86,0,463184,FEMALE,PhD,craft-repair,camping,own-child,0,0,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,9066 Best Ridge,2,1,YES,1,1,YES,73370.0,13340.0,6670.0,53360,Saab,95,2013,N,45-55,25.333333333333332,38655.119999999995,-34714.880000000005,-34714.880000000005,-34714.880000000005,2001,2015,1,21,2,1.8980668020174303,60.23131578947368,38655.119999999995,0.0
1,29,357949,2006-05-24,OH,500/1000,500,854.58,0,612826,FEMALE,JD,craft-repair,paintball,other-relative,52200,0,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,7178 Best Drive,15,1,Unknown,2,3,YES,86790.0,7890.0,23670.0,55230,Honda,CRV,2003,N,25-35,0.08333333333333333,71.215,-86718.785,-86718.785,-86718.785,2006,2015,1,1,3,1218.7039247349574,10254.960000000001,71.215,0.0
26,39,493161,1992-01-30,IN,250/500,1000,770.76,0,433155,MALE,Masters,tech-support,sleeping,husband,0,-53700,2015-02-18,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,9821 Francis Ave,0,1,NO,0,2,Unknown,49800.0,9960.0,4980.0,34860,Mercedes,ML350,2015,N,35-45,2.1666666666666665,1669.98,-48130.02,-48130.02,-48130.02,1992,2015,2,18,2,29.820716415765457,355.73538461538465,1669.9799999999998,0.0
202,38,320251,2009-01-24,IL,100/300,2000,1132.74,0,616120,FEMALE,Associate,armed-forces,exercise,husband,0,-37500,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,7061 Cherokee Drive,12,1,YES,1,1,NO,77440.0,7040.0,14080.0,56320,Nissan,Ultima,2005,N,35-45,16.833333333333332,19067.79,-58372.21,-58372.21,-58372.21,2009,2015,2,4,2,4.061299185694828,67.29148514851485,19067.789999999997,0.0
289,48,231127,1995-08-29,IL,500/1000,500,1173.37,8000000,461744,FEMALE,PhD,handlers-cleaners,board-games,own-child,0,-42700,2015-01-09,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,1325 1st Lane,1,1,Unknown,1,0,Unknown,42900.0,8580.0,0.0,34320,Accura,TL,1999,N,45-55,24.083333333333332,28258.660833333328,-14641.339166666672,-14641.339166666672,-14641.339166666672,1995,2015,1,9,4,1.5181186487576246,48.72124567474048,28258.660833333328,0.0
61,26,766193,2011-07-31,OH,100/300,2000,1188.28,6000000,475916,FEMALE,JD,farming-fishing,skydiving,wife,0,-53800,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,3769 Sky St,16,2,YES,1,0,NO,53820.0,11960.0,5980.0,35880,Ford,F150,2015,Y,25-35,5.083333333333333,6040.423333333333,-47779.57666666667,-47779.57666666667,-47779.57666666667,2011,2015,2,14,5,8.909971541729691,233.76000000000002,6040.423333333333,53820.0
